ICD10;AirP;AQHI;SH;CO;SC;O3;SO;PM2.5;SP;AQHIX;SI;NO2;SN;O3H8;S8;SO2;SS;LAG
I00-I99;Age 0-10 Male;0.02861173;0.03821369;-0.08061934;0.35116795;0.003558091;0.004498459;0.00062632;0.00477941;0.02761605;0.02585421;0.002150698;0.004442834;0.004544344;0.002997173;0.003860331;0.023000419;6
I00-I99;Age 11-60 All;-0.005091662;0.00504173;-0.05782949;0.04520965;-0.00036572;0.000609816;-0.001174987;0.000630332;-0.001069721;0.003423484;-3.48E-05;0.000598434;-0.000220241;0.000391726;-0.002831914;0.002994248;6
I00-I99;Age 11-60 Female;0.001566744;0.007072749;-0.03874133;0.06360997;0.000376314;0.000853549;-0.000335639;0.000883752;0.002650429;0.004797925;0.000228145;0.000840313;0.000426209;0.000547679;-0.001699887;0.004226248;6
I00-I99;Age 11-60 Male;-0.010168668;0.006254991;-0.07231349;0.05598343;-0.00093602;0.000757913;-0.001813488;0.000782503;-0.003920753;0.004250675;-0.000236084;0.000742039;-0.000718809;0.000487197;-0.003673437;0.003699158;6
I00-I99;Age 60+All;0.000576295;0.003727742;0.0199472;0.03313591;0.000513347;0.000451016;5.09E-06;0.000463788;0.00087976;0.002534982;-0.00021527;0.000442069;0.000449377;0.000291086;-0.001427132;0.00222728;6
I00-I99;Age 60+ Female;0.003650485;0.00474214;0.07522771;0.04195677;0.000382413;0.000574685;0.000629517;0.000589713;0.003688065;0.003222279;5.52E-05;0.000561476;0.00085752;0.000370826;0.001793167;0.002830901;6
I00-I99;Age 60+ Male;-0.002660229;0.005073402;-0.03926851;0.04528046;0.000652582;0.000612923;-0.000654055;0.000631409;-0.002092285;0.003452586;-0.00050213;0.000602687;2.10E-05;0.000395578;-0.004816926;0.0030331;6
I00-I99;All: LAG 7;0.0051163;0.003261587;0.02316303;0.02952373;0.000387819;0.000397182;0.000313019;0.00040623;0.003804909;0.002212644;0.000454028;0.000385101;0.000454239;0.000256389;0.001335215;0.001949108;7
I00-I99;Female;0.007096197;0.004116908;0.0524895;0.03715022;0.000634059;0.0005001;0.000525448;0.000512926;0.005327866;0.002793191;0.000530168;0.000485801;0.000755277;0.000323636;0.003840853;0.002460644;7
I00-I99;Male;0.003265468;0.004175649;-0.004574189;0.037891742;0.000155361;0.000509555;0.000113238;0.0005198;0.00238729;0.00283261;0.000383444;0.000493266;0.000173634;0.0003282;-0.001014303;0.002494272;7
I00-I99;Warm All;0.008859301;0.003094381;0.08477884;0.0372306;0.001026654;0.00037047;0.001275757;0.000431743;0.004528046;0.002085438;0.000481306;0.000445924;0.000579359;0.000208238;-9.93E-05;0.002318129;7
I00-I99;Warm Female;0.011093457;0.0039474;0.1863704;0.04727613;0.001163318;0.00047141;0.001412759;0.000551729;0.006606176;0.002659408;0.000823536;0.000568575;0.000783116;0.000265527;0.002024791;0.002958462;7
I00-I99;Warm Male;0.006763101;0.003986157;-0.01106754;0.048063;0.00089994;0.000478227;0.00114711;0.000555281;0.002581843;0.002686214;0.000157813;0.00057423;0.000389888;0.000268324;-0.002071485;0.002981799;7
I00-I99;Cold All;0.000740049;0.003479233;-0.007583404;0.025176261;-0.000414826;0.000438607;-0.000455766;0.000385161;0.003145862;0.002390114;0.000450152;0.000345615;0.000147352;0.000377504;0.002424127;0.001718769;7
I00-I99;Cold Female;0.002075512;0.004345517;-0.01352001;0.03138232;0.00010763;0.000546789;-0.000225073;0.000480829;0.003696086;0.002986693;0.000304489;0.00043161;0.000843332;0.000471471;0.004894218;0.002147087;7
I00-I99;Cold Male;-0.000522403;0.00442651;-0.002054197;0.032107063;-0.000909251;0.000558893;-0.000675188;0.000490288;0.002631744;0.003040002;0.000587292;0.000439824;-0.000504486;0.000480027;0.000100283;0.002186798;7
I00-I99;Age 0-10 All;0.01444461;0.03127162;-0.1375144;0.2828857;0.00405026;0.003693003;-0.000605782;0.003945106;0.009207497;0.021204114;0.000135072;0.003609246;0.0022416;0.002493632;0.003259887;0.018829753;7
I00-I99;Age 0-10 Female;0.02586678;0.04368461;0.3028289;0.3810354;0.002455915;0.005190134;0.001260617;0.005532626;0.008762627;0.029395248;0.001831347;0.004942227;-3.95E-05;0.003530043;0.03248296;0.02629964;7
I00-I99;Age 0-10 Male;0.006532527;0.037778486;-0.44532;0.3501361;0.004978243;0.004444276;-0.00181626;0.004753629;0.009194931;0.025753333;-0.001064865;0.004419233;0.003610695;0.002989311;-0.01444365;0.022785;7
I00-I99;Age 11-60 All;-0.00037745;0.005017895;-0.01209275;0.04564869;0.000208985;0.000610616;-0.000531131;0.000626204;0.001896407;0.003397148;8.24E-05;0.000592034;0.00038563;0.000392841;-0.001718408;0.002984818;7
I00-I99;Age 11-60 Female;0.001581925;0.007052369;-0.01643313;0.06426576;0.000683105;0.000853986;-0.000321934;0.000880038;0.004861032;0.004771184;2.63E-05;0.000833384;0.001195478;0.000550051;-0.00023666;0.004206858;7
I00-I99;Age 11-60 Male;-0.001852479;0.006215987;-0.008761571;0.056511948;-0.000154613;0.000759225;-0.000691149;0.000775771;-0.000332875;0.004210573;0.000125971;0.000732553;-0.00023094;0.000487913;-0.002833022;0.003691183;7
I00-I99;Age 60+All;0.007966742;0.003697847;0.04336415;0.03337769;0.000446732;0.000450691;0.000772595;0.000459924;0.004767789;0.002512041;0.000655305;0.000436933;0.000472789;0.000291401;0.002974806;0.002215315;7
I00-I99;Age 60+ Female;0.009388601;0.004707338;0.08062574;0.04228243;0.000598729;0.000572778;0.000892314;0.000585909;0.005479053;0.003198911;0.000740467;0.000555268;0.000555449;0.000371505;0.005472612;0.002815716;7
I00-I99;Age 60+ Male;0.006463745;0.005032231;0.003426583;0.045603792;0.000288235;0.000614061;0.000644107;0.000625238;0.004021933;0.003416896;0.000564021;0.000595497;0.000387958;0.000395822;0.000321415;0.003017817;7
I00-I99;All: LAG 8;0.004547994;0.00327086;0.07396471;0.02959653;-0.000651366;0.000396865;0.000599783;0.000404914;0.003144109;0.00222814;0.000829006;0.000389437;-0.000115336;0.00025594;0.001455225;0.001941831;8
I00-I99;Female;0.006878056;0.004123037;0.096827892;0.037286017;-0.000306342;0.000500072;0.000983494;0.000510331;0.004252032;0.002808665;0.000820097;0.000491114;0.000169829;0.000322214;0.001791088;0.002452186;8
I00-I99;Male;0.002350572;0.004189865;0.05225966;0.03795146;-0.000974495;0.000508587;0.000237413;0.000518737;0.002097248;0.00285436;0.000835852;0.000498848;-0.00038442;0.00032814;0.001139538;0.002483701;8
I00-I99;Warm All;0.006356158;0.003129001;0.1697385;0.03750399;-0.000195803;0.000369987;0.000786613;0.000434786;0.004581151;0.002116685;0.001290285;0.00045607;0.000162172;0.000208672;0.000729452;0.002316994;8
I00-I99;Warm Female;0.008397568;0.003981052;0.2425438;0.04777325;1.77E-05;0.000470326;0.001248017;0.000553744;0.005637386;0.002692202;0.001328682;0.00058063;0.000334463;0.00026495;0.001622783;0.002955124;8
I00-I99;Warm Male;0.004401775;0.004034345;0.10104016;0.04836114;-0.000394245;0.000477269;0.000350527;0.000559918;0.003559289;0.002730422;0.001245555;0.000588031;-1.55E-06;0.000269473;-9.66E-05;0.002979637;8
I00-I99;Cold All;0.002240937;0.003439144;0.03201633;0.02516505;-0.001388201;0.000437802;0.000385446;0.000379485;0.001474976;0.002373193;0.000611422;0.000346199;-0.001082152;0.000370595;0.001443293;0.001702763;8
I00-I99;Cold Female;0.004664379;0.00428951;0.03073964;0.03136691;-0.000679284;0.000547117;0.000663393;0.000472889;0.002402615;0.002962072;0.000502152;0.000432266;-0.000334174;0.000462873;0.001199373;0.002128019;8
I00-I99;Cold Male;-2.63E-05;0.004382938;0.03331305;0.03210576;-0.002047788;0.000557288;0.000122908;0.000484068;0.000609226;0.003022568;0.000713352;0.00044091;-0.001780934;0.000471764;0.001659958;0.002167261;8
I00-I99;Age 0-10 All;0.02520399;0.03116116;0.3015622;0.2832453;0.001845472;0.003714267;0.002702159;0.003874993;0.006009388;0.021104936;0.001597751;0.003624944;-0.000355215;0.002483404;0.01964487;0.01876028;8
I00-I99;Age 0-10 Female;-0.03601361;0.04473545;-0.1490968;0.3973036;0.003019024;0.005202702;8.72E-06;0.005631702;-0.04884309;0.02997819;-0.007372083;0.005123803;-0.004082918;0.003513832;0.02281508;0.0262252;8
I00-I99;Age 0-10 Male;0.06096531;0.03703803;0.59151775;0.34192727;0.00106923;0.004484501;0.004171613;0.004574361;0.03939898;0.02526709;0.007172552;0.004354499;0.001914861;0.002978465;0.0176713;0.02267552;8
I00-I99;Age 11-60 All;0.00014473;0.005033328;0.06327097;0.04576515;-0.000799497;0.000611092;-0.000467148;0.00062469;0.002086662;0.003426523;0.000727713;0.000600007;-0.000271373;0.000392882;-0.000148792;0.002966673;8
I00-I99;Age 11-60 Female;-0.002154977;0.007059874;0.06895657;0.06446289;-0.000153537;0.00085677;-0.000625637;0.00087719;0.00037608;0.004804973;4.41E-05;0.000844413;3.76E-05;0.000548518;-0.003295347;0.004178885;8
I00-I99;Age 11-60 Male;0.001870424;0.006241478;0.05877715;0.05658998;-0.001287063;0.000758111;-0.000351902;0.00077404;0.003374367;0.004249996;0.001238147;0.000742183;-0.000509343;0.000488923;0.002226858;0.003668251;8
I00-I99;Age 60+All;0.006727305;0.003706179;0.07763018;0.03348599;-0.000598087;0.000449725;0.001154034;0.000457967;0.003688573;0.002526113;0.00087628;0.000441255;-2.88E-05;0.000290348;0.002168906;0.00220963;8
I00-I99;Age 60+ Female;0.011261653;0.004714104;0.111124323;0.04249904;-0.000404051;0.000571964;0.001714151;0.000582319;0.00639298;0.003213572;0.001229962;0.000560743;0.000258799;0.000369464;0.003984409;0.002810641;8
I00-I99;Age 60+ Male;0.001933149;0.005047077;0.04176986;0.04575303;-0.000802334;0.000612596;0.000560831;0.000624135;0.000828017;0.003439383;0.000499743;0.000601672;-0.000332359;0.000395105;0.000251628;0.003008822;8
I00-I99;All: LAG 9;0.001475794;0.003288876;0.03121325;0.029506;-0.000489842;0.000394832;0.000200072;0.000406052;0.000949815;0.002240073;0.000427618;0.000391277;-0.000229941;0.000256267;-0.002220793;0.001923878;9
I00-I99;Female;0.004131466;0.004155982;0.06984474;0.03727979;-0.000166828;0.00049886;0.000439267;0.000512934;0.002230715;0.002832422;0.000551214;0.000494604;-4.55E-05;0.00032382;0.000507146;0.002430397;9
I00-I99;Male;-0.001014614;0.004215718;-0.005061035;0.037802272;-0.000791819;0.000506219;-2.48E-05;0.00052068;-0.000252015;0.002869769;0.000310965;0.000501477;-0.000403023;0.000328516;-0.004781092;0.002466374;9
I00-I99;Warm All;0.001666598;0.003157674;0.05573703;0.03807724;-0.000392721;0.000368619;0.00024846;0.000437422;0.000217993;0.002134213;0.000637065;0.000462547;-0.000286534;0.000208488;-0.002238018;0.002315824;9
I00-I99;Warm Female;0.006759654;0.004041261;0.183857418;0.048662318;-0.000180154;0.000471754;0.000804931;0.000559973;0.003150486;0.002731819;0.001373235;0.00059175;-0.000132216;0.000266836;0.001088454;0.002963623;9
I00-I99;Warm Male;-0.003135652;0.00407138;-0.06465566;0.04903106;-0.000593863;0.000475513;-0.000275269;0.00056396;-0.002550683;0.002751568;-5.77E-05;0.000596678;-0.000432804;0.000268948;-0.005349637;0.002986763;9
I00-I99;Cold All;0.001600934;0.003443207;0.02220312;0.02491547;-0.000688423;0.000437836;0.000102258;0.000379634;0.002380088;0.002380809;0.000399865;0.000347452;-7.09E-05;0.000372609;-0.002433965;0.001680059;9
I00-I99;Cold Female;0.00135657;0.004297107;0.02298098;0.03112734;-0.000267872;0.000546148;0.000135499;0.000473474;0.001624771;0.002975069;0.000191064;0.000433889;0.000182636;0.000464809;-2.90E-05;0.002096388;9
I00-I99;Cold Male;0.00184551;0.004390579;0.02152523;0.03175176;-0.001081251;0.000558581;7.23E-05;0.000484374;0.003090549;0.003032434;0.000595608;0.000442818;-0.000307212;0.000475261;-0.004690141;0.002142161;9
I00-I99;Age 0-10 All;0.05883696;0.03147535;0.4120776;0.2794864;0.003131212;0.003690934;0.004249504;0.003972817;0.04156029;0.02122488;0.005377567;0.00365856;0.004351247;0.002451897;0.02408048;0.0181492;9
I00-I99;Age 0-10 Female;0.09389509;0.04469478;0.4477348;0.3806088;0.003428973;0.005104531;0.009911777;0.005623053;0.04537927;0.03012384;0.007858718;0.005154096;0.002330063;0.00343304;0.04882575;0.02518595;9
I00-I99;Age 0-10 Male;0.0359013;0.03765268;0.3719233;0.343223;0.002909147;0.004487054;0.000640347;0.004769972;0.03804843;0.02538899;0.003651389;0.00439449;0.005537497;0.00295884;0.007936144;0.02202385;9
I00-I99;Age 11-60 All;-0.007135169;0.005071158;-0.02770881;0.0457631;0.000146466;0.000607644;-0.001276599;0.000628194;-0.004218397;0.003451621;-0.000632621;0.000603882;-0.000371553;0.000394004;-0.005926811;0.002948812;9
I00-I99;Age 11-60 Female;-0.006059101;0.007121145;-0.009106786;0.064527063;0.00041816;0.000852005;-0.000917513;0.000883157;-0.005317442;0.004847922;-0.000806932;0.000849808;-0.000456389;0.000551123;-0.005426239;0.004146798;9
I00-I99;Age 11-60 Male;-0.007945433;0.006287606;-0.04181814;0.05654635;-5.88E-05;0.000754161;-0.001547582;0.000778272;-0.003388056;0.00427892;-0.000501549;0.000747502;-0.000306814;0.000489953;-0.006303469;0.003653532;9
I00-I99;Age 60+All;0.005577438;0.003726596;0.05883602;0.0333589;-0.000872593;0.00044803;0.000956293;0.000458969;0.003342864;0.002539639;0.000948833;0.000443201;-0.000197773;0.000290963;-0.000443384;0.00218874;9
I00-I99;Age 60+ Female;0.00806838;0.004748267;0.10130333;0.0424478;-0.000463895;0.000571087;0.000979191;0.000584676;0.005313458;0.003237594;0.001102049;0.000564447;0.000123814;0.000371206;0.002866898;0.002783314;9
I00-I99;Age 60+ Male;0.002955062;0.005079862;0.0138209;0.04552156;-0.001301921;0.000610567;0.000933266;0.000626034;0.001264238;0.003459513;0.000785697;0.000604652;-0.000535483;0.000395935;-0.003948883;0.002987904;9
I00-I99;All: LAG 10;-0.000624766;0.003307565;-0.01471962;0.02976895;0.000246655;0.000395137;-0.000203232;0.000409596;-0.00017734;0.002255293;-0.000148758;0.000392493;0.000115817;0.00025704;-0.001196187;0.001918061;10
I00-I99;Female;-0.001145407;0.004177682;-0.0115416;0.03756497;0.000495723;0.000499171;-0.000370188;0.00051742;-0.000363328;0.002848378;-0.000296439;0.000495473;0.000232315;0.000324906;-0.003196773;0.002431019;10
I00-I99;Male;-0.000141698;0.004241049;-0.01770347;0.038155;0.000011766;0.000506584;-4.71E-05;0.000525126;-6.02E-06;0.002892002;-9.63E-06;0.000503522;5.79E-06;0.000329351;0.00066051;0.002451194;10
I00-I99;Warm All;0.001825705;0.003182435;-0.0193574;0.0392092;2.74E-05;0.000368755;0.000142223;0.000442018;0.000963631;0.002156951;0.000347174;0.000465856;-6.39E-06;0.000209983;-0.002147945;0.002314072;10
I00-I99;Warm Female;0.005927881;0.004070256;0.08178846;0.05002274;-0.000263492;0.000471892;0.000497184;0.000565487;0.004471888;0.002758305;0.00144701;0.000594753;6.24E-05;0.000268822;-0.00262206;0.002969736;10
I00-I99;Warm Male;-0.002021859;0.004104981;-0.11461832;0.05052402;0.000300207;0.000475455;-0.000192;0.000570076;-0.002324888;0.002781993;-0.000687915;0.000601481;-7.06E-05;0.00027067;-0.001714773;0.002976409;10
I00-I99;Cold All;-0.003032598;0.003464564;-0.0111954;0.02497272;0.000502968;0.000439223;-0.000478801;0.000383117;-0.000918582;0.00239503;-0.00033479;0.000348695;0.000532395;0.000369473;-0.00090011;0.001676051;10
I00-I99;Cold Female;-0.009467921;0.004317376;-0.04591391;0.03116849;0.001378852;0.00054705;-0.001014991;0.000477901;-0.005898272;0.002983487;-0.001190387;0.00043442;0.000700643;0.000460194;-0.003584242;0.002097543;10
I00-I99;Cold Male;0.003069534;0.00441855;0.02150847;0.03180936;-0.000324403;0.00056048;2.77E-05;0.000488336;0.003802256;0.003054967;0.000474986;0.000444624;0.000371584;0.000471827;0.001598504;0.002129589;10
I00-I99;Age 0-10 All;0.01927735;0.03154274;-0.3135198;0.2845845;0.007330181;0.003712756;-0.001379126;0.003991321;0.006594022;0.021215925;-0.000614663;0.00365827;0.002374081;0.002468795;0.02102342;0.01818857;10
I00-I99;Age 0-10 Female;0.003504443;0.044335155;-0.09523376;0.38810845;0.002915699;0.005187802;-0.001253456;0.005614476;0.004005973;0.030009821;-0.00053768;0.005085277;0.001747802;0.003523474;0.03347245;0.02607081;10
I00-I99;Age 0-10 Male;0.02798399;0.03792998;-0.4665779;0.3502465;0.010214793;0.004485323;-0.001525668;0.004799466;0.007251256;0.02541974;-0.000855401;0.004431001;0.002724204;0.002942337;0.01368053;0.02164837;10
I00-I99;Age 11-60 All;-0.005890456;0.00509236;-0.02864919;0.04601896;0.000747513;0.000606996;-0.00124657;0.000632432;-0.003690836;0.00347339;-0.000800422;0.000604856;-4.73E-05;0.000395155;-0.002309782;0.002946129;10
I00-I99;Age 11-60 Female;0.001080287;0.007140242;-0.01830916;0.0647627;0.002273797;0.000849808;-0.000828442;0.000887454;-0.000541065;0.004870796;-0.000785002;0.000849679;0.000699466;0.000553342;-0.001216506;0.004152033;10
I00-I99;Age 11-60 Male;-0.011227799;0.006320716;-0.0366193;0.05687333;-0.000419813;0.000754174;-0.001569019;0.000784858;-0.006094385;0.004311352;-0.000813141;0.000749955;-0.000618131;0.000490832;-0.003161929;0.003643236;10
I00-I99;Age 60+All;0.002044038;0.003754622;-0.004240382;0.033711773;-9.75E-05;0.000449216;0.000369498;0.000464058;0.001665824;0.002559947;0.000209342;0.000445408;0.000183774;0.000292038;-0.000820485;0.002180762;10
I00-I99;Age 60+ Female;-0.00224068;0.004783212;-0.008224036;0.042859456;-0.000337741;0.000572494;-0.000165106;0.000591434;-0.000336377;0.003260697;-7.87E-05;0.000566588;6.67E-06;0.000372566;-0.004401032;0.002784551;10
I00-I99;Age 60+ Male;0.006576172;0.005113169;-0.000294005;0.046017244;0.00015954;0.000611606;0.000932682;0.000631756;0.00378581;0.003487363;0.000514729;0.000607618;0.000371341;0.000397206;0.002941439;0.002962406;10
I00-I99;All: LAG 11;-0.000203673;0.003312467;-0.01883665;0.02990498;0.000243377;0.000393694;-3.18E-06;0.000410404;-0.000120282;0.00226802;-0.000182827;0.000395885;0.000163371;0.000256905;0.002323033;0.001922519;11
I00-I99;Female;0.002470543;0.004185139;0.0071321;0.03775057;0.000290879;0.000497801;2.61E-05;0.000518478;0.001885903;0.00286638;0.000221244;0.000500247;0.000227635;0.000324979;0.003242823;0.002433503;11
I00-I99;Male;-0.002718661;0.004246293;-0.04317107;0.03828418;0.000199188;0.000504381;-3.11E-05;0.000526192;-0.002003362;0.00290653;-0.000562774;0.000507406;0.000103689;0.000329002;0.001462767;0.002460666;11
I00-I99;Warm All;0.004112282;0.003162597;-0.01084077;0.03944363;-0.000105972;0.000363848;0.00030254;0.00044;0.004640772;0.00215885;0.000967954;0.000465555;0.000340047;0.000209983;0.002118764;0.002297952;11
I00-I99;Warm Female;0.008842633;0.004049006;0.06705077;0.05027039;0.000145118;0.000465792;0.000633365;0.00056386;0.007738295;0.00276239;0.001715208;0.000595564;0.000518957;0.000268815;0.002440901;0.002942393;11
I00-I99;Warm Male;-0.000307352;0.004076516;-0.08414849;0.05084263;-0.000339317;0.000469024;-8.16E-06;0.000566692;0.001742547;0.002785039;0.000267642;0.000600643;0.000173347;0.000270764;0.001803124;0.002962137;11
I00-I99;Cold All;-0.005509578;0.003506873;-0.0185501;0.02509092;0.00069658;0.000442271;-0.000270239;0.000386285;-0.005919344;0.002425491;-0.000806137;0.000353737;-0.000404084;0.000368259;0.002118574;0.001690036;11
I00-I99;Cold Female;-0.005968673;0.004365315;-0.01426896;0.03131779;0.00045671;0.000551617;-0.000496901;0.000480867;-0.005822308;0.003024058;-0.000664194;0.000441148;-0.000750374;0.00045947;0.00333024;0.002112161;11
I00-I99;Cold Male;-0.005064273;0.004478215;-0.02241205;0.03192931;0.000921644;0.000563731;-0.000054703;0.000493123;-0.006010297;0.003093855;-0.000938635;0.000451073;-8.22E-05;0.000469086;0.000990382;0.002149444;11
I00-I99;Age 0-10 All;-0.006036265;0.031946607;-0.55997432;0.29218299;0.004669816;0.003722002;-0.003666012;0.00400982;-0.003745145;0.02153735;-0.002044086;0.003708161;0.001412256;0.002492879;0.005964197;0.018897043;11
I00-I99;Age 0-10 Female;-0.01941173;0.04409994;-0.3652842;0.4026691;-0.003772993;0.005139019;-0.004177238;0.005589764;-0.008889935;0.029827797;0.001178225;0.005108288;-0.003493277;0.003460498;0.03288087;0.02662021;11
I00-I99;Age 0-10 Male;0.00325364;0.03892565;-0.68945993;0.35700428;0.010191945;0.004537042;-0.003363677;0.004853082;-7.41E-05;0.02618912;-0.00404561;0.004525347;0.004549118;0.003032478;-0.0100023;0.02273573;11
I00-I99;Age 11-60 All;-0.005524599;0.005095226;-0.03950252;0.04611814;0.000300837;0.000605242;-0.000753342;0.000632946;-0.003396199;0.003489651;-0.000733038;0.000609355;-4.62E-05;0.000394241;0.00271189;0.002955003;11
I00-I99;Age 11-60 Female;0.003470699;0.007152423;0.01844159;0.06471696;0.000407028;0.000848576;-7.80E-05;0.00088771;0.002832373;0.004901947;0.000361144;0.000855735;0.000313787;0.000553709;0.007158275;0.004151686;11
